"Number","Address","Data","Content","Time","AUX",
"277.0","00.DEC0","FF3B","void ioFault (IO_FAULT_DRIVER id, IO_FAULT_CODE code, IO_FAULT_ARG arg)","86.238519016 s ","0000",
"","","","ioFault","","",
"","","","3B PSHD     ","","",
"","","","OP-CODE Fetch","","",
"278.0","00.14D6","02D6","debugIOFaultDriver","86.238520183 s ","0000",
"","","","Memory Write","","",
"279.0","00.14D4","1405","debugIOFaultCode","86.238520400 s ","0000",
"","","","Memory Write","","",
"280.0","00.14D4","00D4","debugIOFaultArg","86.238520600 s ","0000",
"","","","Memory Write","","",
"282.0","00.DEC0","FF3B","void ioFault (IO_FAULT_DRIVER id, IO_FAULT_CODE code, IO_FAULT_ARG arg)","89.728781466 s ","0000",
"","","","ioFault","","",
"","","","3B PSHD     ","","",
"","","","OP-CODE Fetch","","",
"284.0","00.DEBA","DE52","(void)_asm ("orcc #0x50\n");","91.231139333 s ","0000",
"","","","systemFault","","",
"","","","DE52 LDX      TC1 (52)","","",
"","","","OP-CODE Fetch","","",
"286.0","00.D126","D744","ldab    #0x44       ; Select 2**20 divisor and suspend on BDM","91.435711616 s ","0000",
"","","","D7 TSTB     ","","",
"","","","OP-CODE Fetch","","",
"287.0","00.003C","443C","COPCTL","91.435713650 s ","0000",
"","","","Memory Write","","",
"289.0","00.14D4","3FEC","debugIOFaultArg","91.454965083 s ","0000",
"","","","debugIOFaultCode","","",
"","","","Memory Write","","",
"290.0","00.14D6","42E7","debugIOFaultDriver","91.454965450 s ","0000",
"","","","CfgRxBuf","","",
"","","","Memory Write","","",
"291.0","00.14D4","01D4","debugIOFaultArg","91.462901850 s ","0000",
"","","","Memory Write","","",
"292.0","00.14D4","02D4","debugIOFaultArg","91.462901966 s ","0000",
"","","","Memory Write","","",
"293.0","00.14D4","04D4","debugIOFaultArg","91.462902133 s ","0000",
"","","","Memory Write","","",
"294.0","00.14D4","08D4","debugIOFaultArg","91.462902300 s ","0000",
"","","","Memory Write","","",
"295.0","00.14D4","10D4","debugIOFaultArg","91.462902466 s ","0000",
"","","","Memory Write","","",
"296.0","00.14D4","20D4","debugIOFaultArg","91.462902633 s ","0000",
"","","","Memory Write","","",
"297.0","00.14D4","40D4","debugIOFaultArg","91.462902783 s ","0000",
"","","","Memory Write","","",
"298.0","00.14D4","80D4","debugIOFaultArg","91.462902950 s ","0000",
"","","","Memory Write","","",
"299.0","00.14D4","00D4","debugIOFaultArg","91.462903116 s ","0000",
"","","","Memory Write","","",
"300.0","00.14D4","1401","debugIOFaultCode","91.462903600 s ","0000",
"","","","Memory Write","","",
"301.0","00.14D4","1402","debugIOFaultCode","91.462903716 s ","0000",
"","","","Memory Write","","",
"302.0","00.14D4","1404","debugIOFaultCode","91.462903883 s ","0000",
"","","","Memory Write","","",
"303.0","00.14D4","1408","debugIOFaultCode","91.462904050 s ","0000",
"","","","Memory Write","","",
"304.0","00.14D4","1410","debugIOFaultCode","91.462904216 s ","0000",
"","","","Memory Write","","",
"305.0","00.14D4","1420","debugIOFaultCode","91.462904366 s ","0000",
"","","","Memory Write","","",
"306.0","00.14D4","1440","debugIOFaultCode","91.462904533 s ","0000",
"","","","Memory Write","","",
"307.0","00.14D4","1480","debugIOFaultCode","91.462904700 s ","0000",
"","","","Memory Write","","",
"308.0","00.14D4","1400","debugIOFaultCode","91.462904866 s ","0000",
"","","","Memory Write","","",
"309.0","00.14D6","01D6","debugIOFaultDriver","91.462905350 s ","0000",
"","","","Memory Write","","",
"310.0","00.14D6","02D6","debugIOFaultDriver","91.462905466 s ","0000",
"","","","Memory Write","","",
"311.0","00.14D6","04D6","debugIOFaultDriver","91.462905633 s ","0000",
"","","","Memory Write","","",
"312.0","00.14D6","08D6","debugIOFaultDriver","91.462905800 s ","0000",
"","","","Memory Write","","",
"313.0","00.14D6","10D6","debugIOFaultDriver","91.462905950 s ","0000",
"","","","Memory Write","","",
"314.0","00.14D6","20D6","debugIOFaultDriver","91.462906116 s ","0000",
"","","","Memory Write","","",
"315.0","00.14D6","40D6","debugIOFaultDriver","91.462906283 s ","0000",
"","","","Memory Write","","",
"316.0","00.14D6","80D6","debugIOFaultDriver","91.462906450 s ","0000",
"","","","Memory Write","","",
"317.0","00.14D6","00D6","debugIOFaultDriver","91.462906616 s ","0000",
"","","","Memory Write","","",
"319.0","00.14D4","00D4","debugIOFaultArg","91.482552400 s ","0000",
"","","","Memory Write","","",
"320.0","00.14D4","1400","debugIOFaultCode","91.482552683 s ","0000",
"","","","Memory Write","","",
"321.0","00.14D6","00D6","debugIOFaultDriver","91.482552966 s ","0000",
"","","","Memory Write","","",
"323.0","00.DEC0","FF3B","void ioFault (IO_FAULT_DRIVER id, IO_FAULT_CODE code, IO_FAULT_ARG arg)","99.685246650 s ","0000",
"","","","ioFault","","",
"","","","3B PSHD     ","","",
"","","","OP-CODE Fetch","","",
"324.0","00.14D6","02D6","debugIOFaultDriver","99.685247833 s ","0000",
"","","","Memory Write","","",
"325.0","00.14D4","1405","debugIOFaultCode","99.685248033 s ","0000",
"","","","Memory Write","","",
"326.0","00.14D4","00D4","debugIOFaultArg","99.685248233 s ","0000",
"","","","Memory Write","","",
"328.0","00.DEC0","FF3B","void ioFault (IO_FAULT_DRIVER id, IO_FAULT_CODE code, IO_FAULT_ARG arg)","103.175548166 s ","0000",
"","","","ioFault","","",
"","","","3B PSHD     ","","",
"","","","OP-CODE Fetch","","",
"330.0","00.DEBA","DE52","(void)_asm ("orcc #0x50\n");","104.677865583 s ","0000",
"","","","systemFault","","",
"","","","DE52 LDX      TC1 (52)","","",
"","","","OP-CODE Fetch","","",
"332.0","00.D126","D744","ldab    #0x44       ; Select 2**20 divisor and suspend on BDM","104.882470650 s ","0000",
"","","","D7 TSTB     ","","",
"","","","OP-CODE Fetch","","",
"333.0","00.003C","443C","COPCTL","104.882472683 s ","0000",
"","","","Memory Write","","",
"335.0","00.14D4","3FEC","debugIOFaultArg","104.901697583 s ","0000",
"","","","debugIOFaultCode","","",
"","","","Memory Write","","",
"336.0","00.14D6","42E7","debugIOFaultDriver","104.901697950 s ","0000",
"","","","CfgRxBuf","","",
"","","","Memory Write","","",
"337.0","00.14D4","01D4","debugIOFaultArg","104.909634366 s ","0000",
"","","","Memory Write","","",
"338.0","00.14D4","02D4","debugIOFaultArg","104.909634483 s ","0000",
"","","","Memory Write","","",
"339.0","00.14D4","04D4","debugIOFaultArg","104.909634650 s ","0000",
"","","","Memory Write","","",
"340.0","00.14D4","08D4","debugIOFaultArg","104.909634816 s ","0000",
"","","","Memory Write","","",
"341.0","00.14D4","10D4","debugIOFaultArg","104.909634966 s ","0000",
"","","","Memory Write","","",
"342.0","00.14D4","20D4","debugIOFaultArg","104.909635133 s ","0000",
"","","","Memory Write","","",
"343.0","00.14D4","40D4","debugIOFaultArg","104.909635300 s ","0000",
"","","","Memory Write","","",
"344.0","00.14D4","80D4","debugIOFaultArg","104.909635466 s ","0000",
"","","","Memory Write","","",
"345.0","00.14D4","00D4","debugIOFaultArg","104.909635616 s ","0000",
"","","","Memory Write","","",
"346.0","00.14D4","1401","debugIOFaultCode","104.909636100 s ","0000",
"","","","Memory Write","","",
"347.0","00.14D4","1402","debugIOFaultCode","104.909636233 s ","0000",
"","","","Memory Write","","",
"348.0","00.14D4","1404","debugIOFaultCode","104.909636400 s ","0000",
"","","","Memory Write","","",
"349.0","00.14D4","1408","debugIOFaultCode","104.909636550 s ","0000",
"","","","Memory Write","","",
"350.0","00.14D4","1410","debugIOFaultCode","104.909636716 s ","0000",
"","","","Memory Write","","",
"351.0","00.14D4","1420","debugIOFaultCode","104.909636883 s ","0000",
"","","","Memory Write","","",
"352.0","00.14D4","1440","debugIOFaultCode","104.909637050 s ","0000",
"","","","Memory Write","","",
"353.0","00.14D4","1480","debugIOFaultCode","104.909637200 s ","0000",
"","","","Memory Write","","",
"354.0","00.14D4","1400","debugIOFaultCode","104.909637366 s ","0000",
"","","","Memory Write","","",
"355.0","00.14D6","01D6","debugIOFaultDriver","104.909637850 s ","0000",
"","","","Memory Write","","",
"356.0","00.14D6","02D6","debugIOFaultDriver","104.909637983 s ","0000",
"","","","Memory Write","","",
"357.0","00.14D6","04D6","debugIOFaultDriver","104.909638133 s ","0000",
"","","","Memory Write","","",
"358.0","00.14D6","08D6","debugIOFaultDriver","104.909638300 s ","0000",
"","","","Memory Write","","",
"359.0","00.14D6","10D6","debugIOFaultDriver","104.909638466 s ","0000",
"","","","Memory Write","","",
"360.0","00.14D6","20D6","debugIOFaultDriver","104.909638633 s ","0000",
"","","","Memory Write","","",
"361.0","00.14D6","40D6","debugIOFaultDriver","104.909638783 s ","0000",
"","","","Memory Write","","",
"362.0","00.14D6","80D6","debugIOFaultDriver","104.909638950 s ","0000",
"","","","Memory Write","","",
"363.0","00.14D6","00D6","debugIOFaultDriver","104.909639116 s ","0000",
"","","","Memory Write","","",
"365.0","00.14D4","00D4","debugIOFaultArg","104.929284900 s ","0000",
"","","","Memory Write","","",
"366.0","00.14D4","1400","debugIOFaultCode","104.929285183 s ","0000",
"","","","Memory Write","","",
"367.0","00.14D6","00D6","debugIOFaultDriver","104.929285466 s ","0000",
"","","","Memory Write","","",
