"Number","Address","Data","Content","Time","AUX",
"","","","OP-CODE Fetch","","",
"411.0","00.EDB8","FF12"," INVALID_OPCODE","9.999050 ms
9.999050 ms","0000",
"","","","OP-CODE Fetch","","",
"413.0","00.EDB8","FF12"," INVALID_OPCODE","10.060650 ms
10.060650 ms","0000",
"","","","OP-CODE Fetch","","",
"415.0","00.EDB8","FF12"," INVALID_OPCODE","9.946234 ms
9.946234 ms","0000",
"","","","OP-CODE Fetch","","",
"417.0","00.EDB8","FF12"," INVALID_OPCODE","9.975683 ms
9.975683 ms","0000",
"","","","OP-CODE Fetch","","",
"419.0","00.EDB8","FF12"," INVALID_OPCODE","10.044750 ms
10.044750 ms","0000",
"","","","OP-CODE Fetch","","",
