"Number","Address","Data","Content","Time","AUX",
"105.0","00.14D4","3FEC","debugIOFaultArg","0 ns
367 ns
367 ns","0000",
"","","","debugIOFaultCode","","",
"","","","Memory Write","","",
"106.0","00.14D6","42E7","debugIOFaultDriver","0 ns
7.936400 ms
7.936400 ms","0000",
"","","","CfgRxBuf","","",
"","","","Memory Write","","",
"107.0","00.14D4","01D4","debugIOFaultArg","116 ns
116 ns","0000",
"","","","Memory Write","","",
"108.0","00.14D4","02D4","debugIOFaultArg","167 ns
167 ns","0000",
"","","","Memory Write","","",
"109.0","00.14D4","04D4","debugIOFaultArg","167 ns
167 ns","0000",
"","","","Memory Write","","",
"110.0","00.14D4","08D4","debugIOFaultArg","150 ns
150 ns","0000",
"","","","Memory Write","","",
"111.0","00.14D4","10D4","debugIOFaultArg","166 ns
166 ns","0000",
"","","","Memory Write","","",
"112.0","00.14D4","20D4","debugIOFaultArg","167 ns
167 ns","0000",
"","","","Memory Write","","",
"113.0","00.14D4","40D4","debugIOFaultArg","150 ns
150 ns","0000",
"","","","Memory Write","","",
"114.0","00.14D4","80D4","debugIOFaultArg","167 ns
167 ns","0000",
"","","","Memory Write","","",
"115.0","00.14D4","00D4","debugIOFaultArg","483 ns
2.233 us","0000",
"","","","Memory Write","","",
"116.0","00.14D4","1401","debugIOFaultCode","133 ns
1.750 us","0000",
"","","","Memory Write","","",
"117.0","00.14D4","1402","debugIOFaultCode","167 ns
1.617 us","0000",
"","","","Memory Write","","",
"118.0","00.14D4","1404","debugIOFaultCode","150 ns
1.450 us","0000",
"","","","Memory Write","","",
"119.0","00.14D4","1408","debugIOFaultCode","167 ns
1.300 us","0000",
"","","","Memory Write","","",
"120.0","00.14D4","1410","debugIOFaultCode","166 ns
1.133 us","0000",
"","","","Memory Write","","",
"121.0","00.14D4","1420","debugIOFaultCode","167 ns
967 ns","0000",
"","","","Memory Write","","",
"122.0","00.14D4","1440","debugIOFaultCode","150 ns
800 ns","0000",
"","","","Memory Write","","",
"123.0","00.14D4","1480","debugIOFaultCode","167 ns
650 ns","0000",
"","","","Memory Write","","",
"124.0","00.14D4","1400","debugIOFaultCode","483 ns
483 ns","0000",
"","","","Memory Write","","",
"125.0","00.14D6","01D6","debugIOFaultDriver","133 ns
133 ns","0000",
"","","","Memory Write","","",
"126.0","00.14D6","02D6","debugIOFaultDriver","150 ns
150 ns","0000",
"","","","Memory Write","","",
"127.0","00.14D6","04D6","debugIOFaultDriver","167 ns
167 ns","0000",
"","","","Memory Write","","",
"128.0","00.14D6","08D6","debugIOFaultDriver","167 ns
167 ns","0000",
"","","","Memory Write","","",
"129.0","00.14D6","10D6","debugIOFaultDriver","166 ns
166 ns","0000",
"","","","Memory Write","","",
"130.0","00.14D6","20D6","debugIOFaultDriver","167 ns
167 ns","0000",
"","","","Memory Write","","",
"131.0","00.14D6","40D6","debugIOFaultDriver","150 ns
150 ns","0000",
"","","","Memory Write","","",
"132.0","00.14D6","80D6","debugIOFaultDriver","167 ns
167 ns","0000",
"","","","Memory Write","","",
"133.0","00.14D6","00D6","debugIOFaultDriver","19.645800 ms
19.645800 ms","0000",
"","","","Memory Write","","",
"135.0","00.14D4","00D4","debugIOFaultArg","283 ns
566 ns","0000",
"","","","Memory Write","","",
"136.0","00.14D4","1400","debugIOFaultCode","283 ns
283 ns","0000",
"","","","Memory Write","","",
"137.0","00.14D6","00D6","debugIOFaultDriver","8.202653834 s 
8.202653834 s ","0000",
"","","","Memory Write","","",
"139.0","00.DEC0","FF3B","void ioFault (IO_FAULT_DRIVER id, IO_FAULT_CODE code, IO_FAULT_ARG arg)","3.490345766 s 
1.183 us
3.490345766 s 
1.183 us","0000",
"","","","ioFault","","",
"","","","3B PSHD     ","","",
"","","","OP-CODE Fetch","","",
"140.0","00.14D6","02D6","debugIOFaultDriver","200 ns
400 ns","0000",
"","","","Memory Write","","",
"141.0","00.14D4","1405","debugIOFaultCode","200 ns
200 ns","0000",
"","","","Memory Write","","",
"142.0","00.14D4","00D4","debugIOFaultArg","3.490344183 s 
3.490344183 s ","0000",
"","","","Memory Write","","",
"144.0","00.DEC0","FF3B","void ioFault (IO_FAULT_DRIVER id, IO_FAULT_CODE code, IO_FAULT_ARG arg)","1.502298717 s 
1.502298717 s 
1.502298717 s 
1.502298717 s ","0000",
"","","","ioFault","","",
"","","","3B PSHD     ","","",
"","","","OP-CODE Fetch","","",
"146.0","00.DEBA","DE52","(void)_asm ("orcc #0x50\n");","204.649150 ms
204.651183 ms
204.649150 ms
204.649150 ms","0000",
"","","","systemFault","","",
"","","","DE52 LDX      TC1 (52)","","",
"","","","OP-CODE Fetch","","",
"148.0","00.D126","D744","ldab    #0x44       ; Select 2**20 divisor and suspend on BDM","8.249464350 s 
8.249464350 s 
2.033 us","0000",
"","","","D7 TSTB     ","","",
"","","","OP-CODE Fetch","","",
"149.0","00.003C","443C","COPCTL","19.225034 ms
19.225034 ms","0000",
"","","","Memory Write","","",
"151.0","00.14D4","3FEC","debugIOFaultArg","0 ns
366 ns
366 ns","0000",
"","","","debugIOFaultCode","","",
"","","","Memory Write","","",
"152.0","00.14D6","42E7","debugIOFaultDriver","0 ns
7.936400 ms
7.936400 ms","0000",
"","","","CfgRxBuf","","",
"","","","Memory Write","","",
"153.0","00.14D4","01D4","debugIOFaultArg","117 ns
117 ns","0000",
"","","","Memory Write","","",
"154.0","00.14D4","02D4","debugIOFaultArg","167 ns
167 ns","0000",
"","","","Memory Write","","",
